class,cliff,zov,objA,objB,scene
同物過切,62.872574280903166,0.35714285714285715,sugar_box,sugar_box,n4_scene0053
同物過切,9.573304461841348,0.0,sugar_box,sugar_box,n4_scene0053
同物過切,9.573304461841348,0.0,sugar_box,sugar_box,n4_scene0053
並排有縫,281.45964800356336,0.0,sugar_box,potted_meat_can,n4_scene0053
並排有縫,266.9576619878253,0.0,sugar_box,potted_meat_can,n4_scene0053
同物過切,15.049193638654978,0.4,potted_meat_can,potted_meat_can,n4_scene0053
同物過切,73.79019827451638,1.0,power_drill,power_drill,n4_scene0053
並排有縫,90.95763636992437,1.0,power_drill,sugar_box,n4_scene0053
並排有縫,89.91964014694153,0.0,power_drill,sugar_box,n4_scene0053
並排有縫,90.95763636992437,1.0,power_drill,sugar_box,n4_scene0053
並排有縫,90.95763636992437,1.0,power_drill,sugar_box,n4_scene0053
並排有縫,90.95763636992437,0.2222222222222222,power_drill,sugar_box,n4_scene0053
並排有縫,90.95763636992437,1.0,power_drill,sugar_box,n4_scene0053
同物過切,12.99006736923214,0.0,sugar_box,sugar_box,n4_scene0053
同物過切,12.501231819100456,1.0,sugar_box,sugar_box,n4_scene0053
同物過切,28.413435771427075,0.0,sugar_box,sugar_box,n4_scene0053
同物過切,9.998674562627375,0.0,sugar_box,sugar_box,n4_scene0053
同物過切,17.067444136796396,1.0,power_drill,power_drill,n4_scene0053
同物過切,60.49070456360632,1.0,sugar_box,sugar_box,n4_scene0053
同物過切,60.49070456360632,0.5714285714285714,sugar_box,sugar_box,n4_scene0053
並排有縫,94.9184996600143,0.0,power_drill,sugar_box,n4_scene0053
並排有縫,184.9291373479874,0.0,power_drill,sugar_box,n4_scene0053
並排有縫,246.48147309278602,0.0,sugar_box,apple,n4_scene0053
並排有縫,159.81926631691246,0.0,power_drill,sugar_box,n4_scene0053
同物過切,12.689138622724649,0.6666666666666666,master_chef_can,master_chef_can,n4_scene0054
並排有縫,88.05014359823713,0.8888888888888888,golf_ball,peach,n4_scene0055
並排有縫,192.77645140562672,1.0,mustard_bottle,scissors,n4_scene0056
同物過切,3.537941434868741,1.0,mustard_bottle,mustard_bottle,n4_scene0056
並排有縫,201.2095727356963,1.0,mustard_bottle,scissors,n4_scene0056
同物過切,8.20685444676823,1.0,scissors,scissors,n4_scene0056
同物過切,4.291133251856605,1.0,scissors,scissors,n4_scene0056
同物過切,52.83884187898802,0.3333333333333333,tomato_soup_can,tomato_soup_can,n4_scene0058
並排有縫,147.55565948368425,0.0,tomato_soup_can,phillips_screwdriver,n4_scene0058
同物過切,4.944302214499096,1.0,phillips_screwdriver,phillips_screwdriver,n4_scene0058
並排有縫,158.33051246063383,1.0,tomato_soup_can,sponge,n4_scene0058
並排有縫,113.46307376897936,0.0,tomato_soup_can,sponge,n4_scene0058
並排有縫,296.2073084994564,1.0,wood_block,nine_hole_peg_test,n4_scene0059
同物過切,11.82705877939827,0.3,bleach_cleanser,bleach_cleanser,n4_scene0059
同物過切,22.00005383358461,1.0,bleach_cleanser,bleach_cleanser,n4_scene0059
同物過切,84.55457981131109,0.4,wood_block,wood_block,n4_scene0059
並排有縫,190.45513037183454,1.0,wood_block,bleach_cleanser,n4_scene0059
並排有縫,191.7482953362536,1.0,bleach_cleanser,wood_block,n4_scene0059
並排有縫,271.04936063800255,1.0,nine_hole_peg_test,wood_block,n4_scene0059
並排有縫,271.04936063800255,0.0,nine_hole_peg_test,wood_block,n4_scene0059
同物過切,6.721206295104166,1.0,nine_hole_peg_test,nine_hole_peg_test,n4_scene0059
並排有縫,308.3061741067684,1.0,wood_block,nine_hole_peg_test,n4_scene0059
並排有縫,305.80626391579955,0.0,wood_block,nine_hole_peg_test,n4_scene0059
並排有縫,220.221285514143,0.0,wood_block,bleach_cleanser,n4_scene0059
同物過切,46.48431834626987,0.0,bleach_cleanser,bleach_cleanser,n4_scene0059
同物過切,24.67134522730674,1.0,foam_brick,foam_brick,n4_scene0060
同物過切,5.562605786237462,1.0,rubiks_cube,rubiks_cube,n4_scene0061
並排有縫,138.82554220774347,1.0,mini_soccer_ball,cups,n4_scene0061
同物過切,19.820637452622204,0.2857142857142857,master_chef_can,master_chef_can,n5_scene0001
同物過切,3.063238146250591,0.0,bleach_cleanser,bleach_cleanser,n5_scene0001
同物過切,23.37996539130832,0.2,bleach_cleanser,bleach_cleanser,n5_scene0001
並排有縫,170.07995038626154,1.0,master_chef_can,bleach_cleanser,n5_scene0001
並排有縫,173.9115797440624,1.0,master_chef_can,bleach_cleanser,n5_scene0001
同物過切,5.745252425436553,1.0,scissors,scissors,n5_scene0001
同物過切,7.072038606213582,1.0,master_chef_can,master_chef_can,n5_scene0001
並排有縫,107.42605785539638,1.0,bleach_cleanser,plum,n5_scene0001
同物過切,21.44219114425211,0.5714285714285714,bleach_cleanser,bleach_cleanser,n5_scene0001
同物過切,8.900889740697709,1.0,rubiks_cube,rubiks_cube,n5_scene0002
並排有縫,158.7196001915684,0.3333333333333333,power_drill,cups,n5_scene0002
同物過切,10.91447817290192,1.0,cups,cups,n5_scene0002
並排有縫,157.468652982175,0.6666666666666666,cups,power_drill,n5_scene0002
並排有縫,133.1429797153092,1.0,power_drill,cups,n5_scene0002
同物過切,5.913529389699135,0.9166666666666666,power_drill,power_drill,n5_scene0002
並排有縫,115.73947806606266,1.0,cups,mug,n5_scene0002
並排有縫,135.51070236384217,1.0,cups,power_drill,n5_scene0002
並排有縫,100.20658721569077,1.0,cups,mug,n5_scene0002
同物過切,17.070663434106017,0.9166666666666666,power_drill,power_drill,n5_scene0002
同物過切,17.070663434106017,1.0,power_drill,power_drill,n5_scene0002
並排有縫,99.04265035586754,1.0,cups,plate,n5_scene0003
同物過切,6.250615909550228,0.5,cups,cups,n5_scene0003
同物過切,5.826145669900233,0.8928571428571429,cracker_box,cracker_box,n5_scene0003
並排有縫,172.21274319404745,0.16666666666666666,cups,foam_brick,n5_scene0003
並排有縫,12.164145299249585,1.0,softball,large_clamp,n5_scene0004
同物過切,20.60577811756289,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0004
同物過切,12.669967046572442,0.2857142857142857,nine_hole_peg_test,nine_hole_peg_test,n5_scene0004
同物過切,12.669967046572442,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0004
同物過切,5.518438824467509,0.6666666666666666,cups,cups,n5_scene0005
並排有縫,102.53712427747385,1.0,cups,lemon,n5_scene0005
並排有縫,204.4311895607222,1.0,cups,mustard_bottle,n5_scene0005
並排有縫,204.4311895607222,1.0,mustard_bottle,cups,n5_scene0005
並排有縫,222.582231919914,0.8,mini_soccer_ball,extra_large_clamp,n5_scene0006
同物過切,15.490737197145554,0.07142857142857142,sugar_box,sugar_box,n5_scene0006
同物過切,12.116089318192802,0.3076923076923077,sugar_box,sugar_box,n5_scene0006
同物過切,19.853969468545785,0.0,sugar_box,sugar_box,n5_scene0006
同物過切,6.682625081830151,0.0,sugar_box,sugar_box,n5_scene0006
同物過切,8.624452625925194,0.6923076923076923,sugar_box,sugar_box,n5_scene0006
同物過切,18.105932915915336,1.0,mini_soccer_ball,mini_soccer_ball,n5_scene0006
並排有縫,18.077674688949163,1.0,extra_large_clamp,sugar_box,n5_scene0006
並排有縫,18.077674688949163,0.0,extra_large_clamp,sugar_box,n5_scene0006
並排有縫,18.077674688949163,1.0,extra_large_clamp,sugar_box,n5_scene0006
並排有縫,18.077674688949163,1.0,extra_large_clamp,sugar_box,n5_scene0006
同物過切,32.49327497691623,0.9,cups,cups,n5_scene0006
同物過切,7.828892371345969,0.2,cups,cups,n5_scene0007
同物過切,31.77385442305014,1.0,spoon,spoon,n5_scene0007
並排有縫,171.56986478867142,1.0,pitcher_base,medium_clamp,n5_scene0008
並排有縫,402.4333325023303,1.0,tuna_fish_can,pitcher_base,n5_scene0008
同物過切,7.40665202437857,0.6666666666666666,tuna_fish_can,tuna_fish_can,n5_scene0008
並排有縫,48.65104350320038,1.0,peach,strawberry,n5_scene0009
同物過切,30.583810687096147,0.8,pudding_box,pudding_box,n5_scene0009
同物過切,4.9997519506307375,0.6666666666666666,knife,knife,n5_scene0010
同物過切,2.1654707366222103,1.0,fork,fork,n5_scene0010
並排有縫,36.47440699812541,1.0,fork,orange,n5_scene0010
並排有縫,36.47440699812541,1.0,fork,orange,n5_scene0010
同物過切,9.298252622560955,1.0,orange,orange,n5_scene0010
並排有縫,82.91282507515034,1.0,phillips_screwdriver,wood_block,n5_scene0011
同物過切,7.480841812371023,1.0,wood_block,wood_block,n5_scene0011
同物過切,7.480841812371023,0.0,wood_block,wood_block,n5_scene0011
同物過切,62.64602575710947,0.8,tomato_soup_can,tomato_soup_can,n5_scene0012
並排有縫,112.97825271933922,1.0,cups,apple,n5_scene0012
同物過切,11.508639300244567,0.2,potted_meat_can,potted_meat_can,n5_scene0012
同物過切,9.842032145570993,0.2,potted_meat_can,potted_meat_can,n5_scene0012
同物過切,11.076973069044872,1.0,mustard_bottle,mustard_bottle,n5_scene0013
同物過切,8.359840015056676,0.0,bleach_cleanser,bleach_cleanser,n5_scene0014
同物過切,11.947598225587353,0.0,bleach_cleanser,bleach_cleanser,n5_scene0014
同物過切,6.640158815840014,1.0,cups,cups,n5_scene0014
並排有縫,130.7487145647303,1.0,cups,bleach_cleanser,n5_scene0014
同物過切,23.557483865229557,1.0,bleach_cleanser,bleach_cleanser,n5_scene0014
並排有縫,196.89308889785767,1.0,master_chef_can,cups,n5_scene0014
同物過切,13.63304212531381,1.0,bleach_cleanser,bleach_cleanser,n5_scene0014
同物過切,53.761861472734594,0.4,bleach_cleanser,bleach_cleanser,n5_scene0014
並排有縫,9.573304461841792,0.0,bleach_cleanser,cups,n5_scene0014
並排有縫,200.71538601397742,1.0,bleach_cleanser,cups,n5_scene0014
並排有縫,45.17622797975673,0.0,cups,bleach_cleanser,n5_scene0014
同物過切,11.182736659037902,0.0,bleach_cleanser,bleach_cleanser,n5_scene0014
同物過切,8.625146578824628,1.0,cups,cups,n5_scene0015
並排有縫,94.30616579949513,1.0,cups,padlock,n5_scene0015
同物過切,4.505684607691297,0.7142857142857143,cups,cups,n5_scene0015
並排有縫,16.162447824976113,1.0,cups,padlock,n5_scene0015
同物過切,4.999312413946855,1.0,cups,cups,n5_scene0015
並排有縫,142.04051781949153,0.8461538461538461,mini_soccer_ball,cracker_box,n5_scene0016
並排有縫,142.3493929917147,0.25,mini_soccer_ball,cracker_box,n5_scene0016
並排有縫,142.3493929917147,1.0,mini_soccer_ball,cracker_box,n5_scene0016
同物過切,40.96641571986559,1.0,spoon,spoon,n5_scene0016
並排有縫,102.10069030184177,1.0,mini_soccer_ball,racquetball,n5_scene0016
並排有縫,134.78757241734974,1.0,mini_soccer_ball,cracker_box,n5_scene0016
同物過切,4.6615182503968455,0.9615384615384616,cracker_box,cracker_box,n5_scene0016
並排有縫,216.1576563873806,1.0,mini_soccer_ball,golf_ball,n5_scene0016
並排有縫,30.11548340481163,0.0,mini_soccer_ball,racquetball,n5_scene0016
同物過切,6.034969019243386,1.0,adjustable_wrench,adjustable_wrench,n5_scene0017
並排有縫,85.99708535094142,1.0,pudding_box,wood_block,n5_scene0019
並排有縫,85.55178367641314,1.0,wood_block,pudding_box,n5_scene0019
同物過切,40.78463985252252,0.4,wood_block,wood_block,n5_scene0019
同物過切,143.43549510167148,0.4,wood_block,wood_block,n5_scene0019
並排有縫,256.4839964632519,0.8333333333333334,pitcher_base,sponge,n5_scene0020
同物過切,11.125642870612296,0.9166666666666666,power_drill,power_drill,n5_scene0021
並排有縫,69.55110202476588,1.0,power_drill,nine_hole_peg_test,n5_scene0021
並排有縫,78.7357799475554,1.0,power_drill,tomato_soup_can,n5_scene0021
並排有縫,69.55110202476588,1.0,power_drill,nine_hole_peg_test,n5_scene0021
並排有縫,78.7357799475554,1.0,power_drill,tomato_soup_can,n5_scene0021
同物過切,7.43857266156527,0.9166666666666666,power_drill,power_drill,n5_scene0021
並排有縫,79.77630236381745,1.0,nine_hole_peg_test,tomato_soup_can,n5_scene0021
並排有縫,61.86106996784246,1.0,power_drill,tomato_soup_can,n5_scene0021
並排有縫,71.88769577326204,1.0,tomato_soup_can,nine_hole_peg_test,n5_scene0021
並排有縫,70.64660213315973,1.0,tomato_soup_can,power_drill,n5_scene0021
同物過切,5.794857571257084,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0021
並排有縫,133.02204766625047,0.5,tomato_soup_can,softball,n5_scene0021
並排有縫,130.17515171178286,1.0,tomato_soup_can,softball,n5_scene0021
並排有縫,21.825733342026087,1.0,nine_hole_peg_test,power_drill,n5_scene0021
同物過切,7.95527548771074,0.8333333333333334,power_drill,power_drill,n5_scene0021
並排有縫,29.311694544478126,1.0,nine_hole_peg_test,power_drill,n5_scene0021
並排有縫,7.071716676482431,0.7142857142857143,nine_hole_peg_test,power_drill,n5_scene0021
同物過切,11.83117653361052,1.0,apple,apple,n5_scene0022
同物過切,7.162524606952103,1.0,cups,cups,n5_scene0023
並排有縫,13.94337025595745,0.5,mug,plate,n5_scene0023
同物過切,16.14902564604731,0.0,sugar_box,sugar_box,n5_scene0024
同物過切,27.263942002297014,0.0,sugar_box,sugar_box,n5_scene0024
同物過切,27.263942002297014,0.0,sugar_box,sugar_box,n5_scene0024
並排有縫,356.74910319987544,0.0,sugar_box,tuna_fish_can,n5_scene0024
同物過切,8.59374538744595,0.5714285714285714,tuna_fish_can,tuna_fish_can,n5_scene0024
同物過切,8.658466785132852,0.0,sugar_box,sugar_box,n5_scene0024
同物過切,69.45705462271107,0.9090909090909091,pitcher_base,pitcher_base,n5_scene0025
並排有縫,168.5972027657232,1.0,potted_meat_can,pitcher_base,n5_scene0025
並排有縫,168.5972027657232,1.0,potted_meat_can,pitcher_base,n5_scene0025
同物過切,27.62886677908416,0.4444444444444444,master_chef_can,master_chef_can,n5_scene0025
並排有縫,172.23715500079976,0.0,master_chef_can,potted_meat_can,n5_scene0025
同物過切,9.242316517227247,0.2857142857142857,potted_meat_can,potted_meat_can,n5_scene0025
並排有縫,54.942570468705284,1.0,cups,bleach_cleanser,n5_scene0026
同物過切,5.898784094169685,0.0,bleach_cleanser,bleach_cleanser,n5_scene0026
並排有縫,171.43292858354894,1.0,peach,wood_block,n5_scene0026
同物過切,17.23681824490325,1.0,wood_block,wood_block,n5_scene0026
同物過切,10.718464784305576,0.8571428571428571,cups,cups,n5_scene0027
並排有縫,102.92716804032709,0.9230769230769231,nine_hole_peg_test,bowl,n5_scene0028
並排有縫,102.92716804032709,0.0,nine_hole_peg_test,bowl,n5_scene0028
並排有縫,97.75275524365381,0.5714285714285714,nine_hole_peg_test,bowl,n5_scene0028
同物過切,8.753966279061887,0.7,cups,cups,n5_scene0028
同物過切,6.124650287037903,0.6666666666666666,cups,cups,n5_scene0028
同物過切,6.8562914462839135,0.7142857142857143,nine_hole_peg_test,nine_hole_peg_test,n5_scene0028
同物過切,6.8562914462839135,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0028
並排有縫,87.41479252419798,0.9230769230769231,nine_hole_peg_test,bowl,n5_scene0028
並排有縫,87.41479252419798,0.0,nine_hole_peg_test,bowl,n5_scene0028
同物過切,4.828750520509262,0.7142857142857143,nine_hole_peg_test,nine_hole_peg_test,n5_scene0028
同物過切,4.828750520509262,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0028
同物過切,38.11729485143389,1.0,plate,plate,n5_scene0030
同物過切,7.800117432778475,1.0,scissors,scissors,n5_scene0030
並排有縫,159.14840868634255,1.0,plate,sugar_box,n5_scene0030
並排有縫,207.03273898238726,1.0,plate,sugar_box,n5_scene0030
同物過切,10.950928487435952,0.13333333333333333,sugar_box,sugar_box,n5_scene0030
同物過切,15.48963738873843,0.06666666666666667,sugar_box,sugar_box,n5_scene0030
同物過切,2.5018319286976176,1.0,sugar_box,sugar_box,n5_scene0030
並排有縫,57.45995103451129,1.0,orange,foam_brick,n5_scene0031
同物過切,22.388506438469243,1.0,cups,cups,n5_scene0032
並排有縫,44.81418536245041,1.0,baseball,cracker_box,n5_scene0033
並排有縫,63.756306741534154,0.0,baseball,cracker_box,n5_scene0033
並排有縫,183.2817984064402,1.0,cracker_box,extra_large_clamp,n5_scene0033
並排有縫,183.2817984064402,0.0,cracker_box,extra_large_clamp,n5_scene0033
並排有縫,158.86889026438058,0.5,cracker_box,extra_large_clamp,n5_scene0033
同物過切,14.568567070968541,0.8928571428571429,cracker_box,cracker_box,n5_scene0033
並排有縫,181.7372982407054,1.0,cracker_box,mini_soccer_ball,n5_scene0033
並排有縫,181.7372982407054,0.3333333333333333,cracker_box,mini_soccer_ball,n5_scene0033
並排有縫,210.9869589470611,1.0,cracker_box,mini_soccer_ball,n5_scene0033
同物過切,214.5114006724931,1.0,cracker_box,cracker_box,n5_scene0033
同物過切,214.5114006724931,0.4230769230769231,cracker_box,cracker_box,n5_scene0033
同物過切,8.413471816345774,0.625,tuna_fish_can,tuna_fish_can,n5_scene0034
同物過切,11.09597627680815,1.0,mustard_bottle,mustard_bottle,n5_scene0034
並排有縫,4.668027993095791,1.0,mustard_bottle,tuna_fish_can,n5_scene0034
並排有縫,22.745702682044623,1.0,mustard_bottle,tuna_fish_can,n5_scene0034
同物過切,8.65627765277499,0.8333333333333334,rubiks_cube,rubiks_cube,n5_scene0034
同物過切,17.10137213593618,0.9,cups,cups,n5_scene0034
同物過切,12.576689107799076,1.0,apple,apple,n5_scene0035
同物過切,12.984416479160487,0.2,potted_meat_can,potted_meat_can,n5_scene0036
並排有縫,222.16142828775887,1.0,potted_meat_can,golf_ball,n5_scene0036
並排有縫,222.05927994894398,0.0,potted_meat_can,golf_ball,n5_scene0036
同物過切,8.490546172331095,0.2,potted_meat_can,potted_meat_can,n5_scene0036
同物過切,12.43902545415401,1.0,power_drill,power_drill,n5_scene0037
同物過切,12.43902545415401,1.0,power_drill,power_drill,n5_scene0037
同物過切,13.660406961173987,1.0,power_drill,power_drill,n5_scene0037
同物過切,13.660406961173987,1.0,power_drill,power_drill,n5_scene0037
同物過切,8.730782688390516,0.8888888888888888,orange,orange,n5_scene0038
同物過切,8.74057474865464,1.0,apple,apple,n5_scene0038
同物過切,8.064227329061202,0.7777777777777778,cups,cups,n5_scene0039
並排有縫,103.22494778928137,1.0,cups,foam_brick,n5_scene0039
並排有縫,6.6868632464578415,0.7777777777777778,cups,cups,n5_scene0039
並排有縫,32.12887509916932,1.0,foam_brick,cups,n5_scene0039
並排有縫,85.61127890471609,1.0,foam_brick,cups,n5_scene0039
同物過切,32.30602055552468,0.4,potted_meat_can,potted_meat_can,n5_scene0039
同物過切,8.977563953071321,0.4,potted_meat_can,potted_meat_can,n5_scene0039
並排有縫,10.037797537938653,0.8571428571428571,tennis_ball,medium_clamp,n5_scene0040
並排有縫,176.6551620273643,1.0,pear,baseball,n5_scene0041
同物過切,9.106404272062829,0.0,bleach_cleanser,bleach_cleanser,n5_scene0042
並排有縫,75.58499004259356,1.0,bleach_cleanser,cups,n5_scene0042
並排有縫,72.84768159199062,0.8260869565217391,bleach_cleanser,cups,n5_scene0042
並排有縫,230.76952070380435,1.0,bleach_cleanser,large_clamp,n5_scene0042
並排有縫,23.41152403085367,1.0,bleach_cleanser,extra_large_clamp,n5_scene0042
同物過切,36.6454970174906,0.25,bleach_cleanser,bleach_cleanser,n5_scene0042
並排有縫,109.08720707806881,1.0,cups,extra_large_clamp,n5_scene0042
並排有縫,9.998674562627208,1.0,cups,large_clamp,n5_scene0042
並排有縫,138.19403192729075,0.0,bleach_cleanser,large_clamp,n5_scene0042
並排有縫,184.17745868105112,0.45454545454545453,large_clamp,bleach_cleanser,n5_scene0042
並排有縫,199.0597244757657,0.0,bleach_cleanser,cups,n5_scene0042
並排有縫,276.4335933209175,0.0,bleach_cleanser,large_clamp,n5_scene0042
並排有縫,188.5087271250705,0.1,softball,cracker_box,n5_scene0043
並排有縫,188.5087271250705,1.0,softball,cracker_box,n5_scene0043
同物過切,4.0851451729281285,0.9285714285714286,cracker_box,cracker_box,n5_scene0043
並排有縫,304.4277350212048,0.05263157894736842,cracker_box,cups,n5_scene0043
並排有縫,304.4277350212048,1.0,cracker_box,cups,n5_scene0043
並排有縫,205.39282264728115,0.0,cracker_box,strawberry,n5_scene0043
並排有縫,205.39282264728115,1.0,cracker_box,strawberry,n5_scene0043
並排有縫,252.7627014872764,0.0,sugar_box,banana,n5_scene0044
並排有縫,127.28964173853208,1.0,sugar_box,banana,n5_scene0044
同物過切,11.937785760178155,0.06666666666666667,sugar_box,sugar_box,n5_scene0044
同物過切,13.319252554727768,0.06666666666666667,sugar_box,sugar_box,n5_scene0044
同物過切,12.069938038486573,1.0,sugar_box,sugar_box,n5_scene0044
並排有縫,159.96227310701516,0.46153846153846156,peach,sugar_box,n5_scene0044
並排有縫,102.32761610018831,1.0,rubiks_cube,banana,n5_scene0044
並排有縫,258.09726543344954,0.3,banana,sugar_box,n5_scene0044
同物過切,13.204273743073463,0.0,sugar_box,sugar_box,n5_scene0044
同物過切,5.562605786238017,1.0,mug,mug,n5_scene0045
同物過切,4.998859513072773,1.0,fork,fork,n5_scene0046
同物過切,4.92035162324439,0.5,knife,knife,n5_scene0046
並排有縫,173.05529986620627,1.0,mustard_bottle,master_chef_can,n5_scene0046
同物過切,12.940404976833381,1.0,cups,cups,n5_scene0046
並排有縫,121.34846415397193,1.0,knife,mustard_bottle,n5_scene0046
並排有縫,111.99270742571292,1.0,cups,mustard_bottle,n5_scene0046
並排有縫,120.66733787541095,1.0,cups,mustard_bottle,n5_scene0046
同物過切,13.661628970516592,0.2857142857142857,master_chef_can,master_chef_can,n5_scene0046
同物過切,9.999997731465072,1.0,mustard_bottle,mustard_bottle,n5_scene0046
並排有縫,177.78360588105875,0.0,tomato_soup_can,nine_hole_peg_test,n5_scene0047
並排有縫,177.78360588105875,1.0,tomato_soup_can,nine_hole_peg_test,n5_scene0047
同物過切,8.474335658089554,1.0,scissors,scissors,n5_scene0047
同物過切,9.112992605335156,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0047
並排有縫,22.26881527543715,1.0,cups,wood_block,n5_scene0048
並排有縫,42.160168987131485,1.0,cups,wood_block,n5_scene0048
並排有縫,195.87443193693028,1.0,wood_block,plate,n5_scene0048
並排有縫,204.4097636539834,0.0,wood_block,plate,n5_scene0048
同物過切,75.64456621600785,0.5,wood_block,wood_block,n5_scene0048
同物過切,13.921621765702302,0.5,wood_block,wood_block,n5_scene0048
同物過切,146.2351463251036,1.0,wood_block,wood_block,n5_scene0048
並排有縫,149.4951932266041,1.0,cups,wood_block,n5_scene0048
並排有縫,125.7426923354591,0.0,cups,wood_block,n5_scene0048
並排有縫,130.035683010426,0.0,cups,wood_block,n5_scene0048
並排有縫,52.287471525735214,1.0,cups,power_drill,n5_scene0049
同物過切,9.192561296816004,1.0,cups,cups,n5_scene0049
並排有縫,135.63398250851787,1.0,cups,pitcher_base,n5_scene0049
並排有縫,52.247306505171395,1.0,power_drill,cups,n5_scene0049
同物過切,8.064493676912921,1.0,power_drill,power_drill,n5_scene0049
並排有縫,192.16193731871158,1.0,racquetball,pitcher_base,n5_scene0049
同物過切,18.743239973306153,1.0,power_drill,power_drill,n5_scene0050
同物過切,30.599513508851512,1.0,power_drill,power_drill,n5_scene0050
同物過切,7.595003311312354,1.0,scissors,scissors,n5_scene0050
同物過切,4.297514764172304,0.2857142857142857,nine_hole_peg_test,nine_hole_peg_test,n5_scene0050
同物過切,26.64170800567106,1.0,nine_hole_peg_test,nine_hole_peg_test,n5_scene0050
同物過切,25.00167374124762,0.16666666666666666,nine_hole_peg_test,nine_hole_peg_test,n5_scene0050
同物過切,9.929965244651607,1.0,mug,mug,n5_scene0051
同物過切,19.749664198401906,1.0,mug,mug,n5_scene0051
並排有縫,75.68009813528512,1.0,cups,softball,n5_scene0051
並排有縫,235.60632635038132,1.0,softball,cups,n5_scene0051
並排有縫,97.15322566172492,1.0,lemon,potted_meat_can,n5_scene0052
並排有縫,98.76026259080746,0.0,lemon,potted_meat_can,n5_scene0052
同物過切,29.96701468892715,0.0,potted_meat_can,potted_meat_can,n5_scene0052
同物過切,33.13565938632364,1.0,spoon,spoon,n5_scene0052
同物過切,17.387245985771095,0.2,potted_meat_can,potted_meat_can,n5_scene0052
並排有縫,74.37185232880373,0.0,plum,potted_meat_can,n5_scene0052
並排有縫,57.67396845302896,1.0,plate,orange,n5_scene0053
同物過切,41.34594315751561,0.5,wood_block,wood_block,n5_scene0053
同物過切,7.152752467717559,1.0,wood_block,wood_block,n5_scene0053
同物過切,105.41605047018628,0.6666666666666666,wood_block,wood_block,n5_scene0053
同物過切,34.13488827359179,0.42857142857142855,bleach_cleanser,bleach_cleanser,n5_scene0054
同物過切,12.244368271794425,0.07142857142857142,sugar_box,sugar_box,n5_scene0054
同物過切,6.705995354404182,0.8888888888888888,cups,cups,n5_scene0056
並排有縫,104.4213588948378,1.0,cups,medium_clamp,n5_scene0056
並排有縫,114.49729006541568,0.0,extra_large_clamp,cups,n5_scene0056
並排有縫,61.36944113175258,1.0,cups,extra_large_clamp,n5_scene0056
同物過切,8.064227329061923,1.0,tuna_fish_can,tuna_fish_can,n5_scene0057
並排有縫,111.85026301147649,0.8888888888888888,banana,tennis_ball,n5_scene0057
同物過切,14.167975461595233,1.0,tuna_fish_can,tuna_fish_can,n5_scene0057
並排有縫,21.825733342025533,0.9230769230769231,tennis_ball,rubiks_cube,n5_scene0057
同物過切,6.159863888645756,0.8,rubiks_cube,rubiks_cube,n5_scene0057
同物過切,6.433438817325637,1.0,padlock,padlock,n5_scene0058
並排有縫,188.08140232925402,1.0,pitcher_base,baseball,n5_scene0058
同物過切,4.999312413945689,1.0,fork,fork,n5_scene0058
並排有縫,144.00448377301498,1.0,pitcher_base,fork,n5_scene0058
並排有縫,195.72107655728743,1.0,pitcher_base,adjustable_wrench,n5_scene0058
並排有縫,226.2942385670744,1.0,cups,cracker_box,n5_scene0059
同物過切,4.0851451729280175,0.9615384615384616,cracker_box,cracker_box,n5_scene0059
並排有縫,6.250615909550272,1.0,cups,foam_brick,n5_scene0059
並排有縫,7.496117306154348,0.0,foam_brick,cups,n5_scene0059
並排有縫,26.637529301328122,1.0,cups,racquetball,n5_scene0059
並排有縫,14.572616875787814,1.0,cracker_box,racquetball,n5_scene0059
同物過切,26.481551826285866,1.0,cups,cups,n5_scene0059
並排有縫,166.3362459633487,1.0,mini_soccer_ball,master_chef_can,n5_scene0060
並排有縫,166.3362459633487,1.0,mini_soccer_ball,master_chef_can,n5_scene0060
同物過切,14.99999659719753,0.375,master_chef_can,master_chef_can,n5_scene0060
同物過切,85.42544660180741,1.0,mini_soccer_ball,mini_soccer_ball,n5_scene0060
同物過切,104.40566125917728,1.0,mini_soccer_ball,mini_soccer_ball,n5_scene0060
並排有縫,66.48297106699754,1.0,large_clamp,sponge,n5_scene0061
同物過切,9.570085164531006,1.0,mustard_bottle,mustard_bottle,n5_scene0061
同物過切,14.497112118405548,1.0,mustard_bottle,mustard_bottle,n5_scene0061
同物過切,7.047574752058816,0.0,bleach_cleanser,bleach_cleanser,occ3_scene0001
並排有縫,87.35850738093521,1.0,bleach_cleanser,peach,occ3_scene0001
並排有縫,99.5699233501538,1.0,bleach_cleanser,peach,occ3_scene0001
同物過切,21.44795673813001,0.0,bleach_cleanser,bleach_cleanser,occ3_scene0001
並排有縫,71.3504154465856,1.0,peach,wood_block,occ3_scene0001
同物過切,38.41078951986407,0.5,bleach_cleanser,bleach_cleanser,occ3_scene0001
並排有縫,89.42501291415707,0.5,bleach_cleanser,wood_block,occ3_scene0001
並排有縫,95.25014394900774,1.0,bleach_cleanser,wood_block,occ3_scene0001
