scene,view,childobj,ringobj,same,d_median_mm,d_mean_mm,d_max_mm
stack3_scene0005,view_el30_az135,foam_brick,gelatin_box,0,0.3,1.0,15.3
stack3_scene0005,view_el30_az135,gelatin_box,foam_brick,0,0.3,1.0,15.3
stack3_scene0005,view_el30_az135,gelatin_box,foam_brick,0,1.8,2.9,39.8
stack3_scene0005,view_el30_az135,gelatin_box,gelatin_box,1,3.2,4.2,24.5
stack3_scene0005,view_el30_az195,foam_brick,gelatin_box,0,1.4,3.4,4.2
stack3_scene0005,view_el30_az195,gelatin_box,foam_brick,0,1.4,3.3,4.2
stack3_scene0005,view_el30_az210,foam_brick,gelatin_box,0,3.4,4.2,9.7
stack3_scene0005,view_el30_az210,gelatin_box,foam_brick,0,3.4,4.1,9.7
stack3_scene0005,view_el30_az210,racquetball,racquetball,1,1.4,0.7,8.1
stack3_scene0005,view_el30_az240,foam_brick,gelatin_box,0,1.6,1.6,20.5
stack3_scene0005,view_el30_az240,gelatin_box,foam_brick,0,1.3,1.4,20.5
stack3_scene0005,view_el30_az240,racquetball,racquetball,1,1.8,2.0,0.3
stack3_scene0005,view_el30_az240,racquetball,racquetball,1,1.7,1.8,0.3
stack3_scene0005,view_el45_az135,foam_brick,gelatin_box,0,2.3,2.4,20.0
stack3_scene0005,view_el45_az135,gelatin_box,foam_brick,0,2.3,2.5,20.0
stack3_scene0005,view_el45_az135,foam_brick,foam_brick,1,5.2,7.4,15.6
stack3_scene0005,view_el45_az135,foam_brick,foam_brick,1,4.4,6.8,15.6
stack3_scene0005,view_el45_az225,foam_brick,gelatin_box,0,4.4,4.5,22.5
stack3_scene0005,view_el45_az225,gelatin_box,foam_brick,0,4.2,4.5,22.5
stack3_scene0005,view_el45_az225,foam_brick,foam_brick,1,10.4,12.7,31.2
stack3_scene0005,view_el45_az225,foam_brick,foam_brick,1,9.0,11.8,31.2
stack3_scene0005,view_el60_az180,foam_brick,gelatin_box,0,8.5,8.0,16.2
stack3_scene0005,view_el60_az180,gelatin_box,foam_brick,0,9.1,8.2,17.5
stack3_scene0005,view_el60_az180,gelatin_box,foam_brick,0,9.1,8.1,17.5
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,7.4,4.6,0.0
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,4.9,3.5,0.0
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,15.5,12.5,18.0
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,13.0,11.4,18.0
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,5.2,4.6,11.2
stack3_scene0005,view_el60_az180,foam_brick,foam_brick,1,2.7,3.5,11.2
stack3_scene0005,view_el60_az195,foam_brick,foam_brick,1,1.2,2.7,0.4
stack3_scene0005,view_el60_az195,foam_brick,foam_brick,1,6.6,7.7,14.4
stack3_scene0005,view_el60_az195,foam_brick,foam_brick,1,11.6,11.2,22.3
stack3_scene0005,view_el60_az255,foam_brick,gelatin_box,0,9.4,9.9,13.7
stack3_scene0005,view_el60_az255,gelatin_box,foam_brick,0,8.3,7.5,13.7
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,3.8,3.3,18.7
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,0.1,1.0,18.7
stack3_scene0005,view_el60_az255,racquetball,racquetball,1,4.4,4.3,1.8
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,5.1,3.0,7.4
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,7.9,4.9,7.4
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,0.1,1.5,17.3
stack3_scene0005,view_el60_az255,foam_brick,foam_brick,1,2.7,0.3,17.3
stack3_scene0005,view_el75_az105,gelatin_box,foam_brick,0,9.9,9.0,0.3
stack3_scene0005,view_el75_az105,foam_brick,foam_brick,1,7.6,2.5,5.1
stack3_scene0005,view_el75_az105,foam_brick,foam_brick,1,5.1,0.6,11.7
stack3_scene0005,view_el75_az105,foam_brick,foam_brick,1,8.1,7.9,0.1
stack3_scene0005,view_el75_az225,foam_brick,gelatin_box,0,12.9,13.0,11.0
stack3_scene0005,view_el75_az225,gelatin_box,foam_brick,0,11.2,10.0,8.3
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,7.1,6.7,10.1
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,3.9,4.9,10.1
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,2.1,2.1,2.7
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,1.1,0.2,2.7
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,10.9,7.0,5.5
stack3_scene0005,view_el75_az225,foam_brick,foam_brick,1,14.3,8.9,5.5
stack3_scene0005,view_el90,foam_brick,gelatin_box,0,20.0,12.5,0.0
stack3_scene0005,view_el90,foam_brick,foam_brick,1,2.5,0.5,0.0
stack3_scene0005,view_el90,foam_brick,foam_brick,1,2.5,1.6,0.0
stack3_scene0005,view_el90,foam_brick,foam_brick,1,5.0,5.6,0.0
stack3_scene0005,view_el90,foam_brick,foam_brick,1,0.0,3.4,0.0
stack3_scene0005,view_el90,foam_brick,foam_brick,1,10.0,6.7,0.0
