scene,view,objA,objB,same,clipcos,drgb,dhist,dtex
stack5_scene0015,view_el30_az240,colored_wood_blocks,bleach_cleanser,0,0.565,90.6,0.854,127.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.589,31.0,0.996,30.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.51,25.1,0.724,43.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.493,24.0,0.998,38.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.552,38.3,0.907,39.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.455,15.1,0.505,1.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.482,79.9,0.991,20.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.398,26.4,0.968,20.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.537,36.8,0.96,22.9
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.39,102.8,0.999,9.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.398,29.4,0.952,51.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.747,50.0,0.957,18.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.743,67.9,0.982,3.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.749,44.3,0.988,23.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,bleach_cleanser,0,0.725,66.8,0.997,133.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.775,74.0,0.967,24.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.802,80.8,0.83,49.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.829,61.8,0.301,32.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.757,96.2,0.989,34.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.725,53.3,0.926,4.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.826,48.7,0.989,14.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.661,59.7,0.998,15.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.729,98.0,0.999,17.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.705,52.5,0.981,15.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.726,68.7,1.0,57.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.749,42.7,0.94,15.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.771,21.8,0.953,4.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,bleach_cleanser,0,0.753,59.3,0.837,114.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.72,52.5,0.982,43.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.782,56.3,0.879,30.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.756,48.2,0.962,51.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.758,68.0,0.73,52.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.691,25.8,0.946,14.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.752,56.4,0.994,33.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.659,19.1,0.676,33.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.743,66.1,0.953,35.9
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.691,76.7,0.993,3.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.756,20.3,0.877,38.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.714,56.3,0.973,20.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,bleach_cleanser,0,0.768,101.4,0.983,130.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.848,10.8,0.61,27.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.744,23.5,0.927,46.2
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.696,20.7,0.985,35.5
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.764,33.1,0.949,37.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.684,36.2,0.989,1.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.81,67.9,0.624,17.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.641,25.4,0.883,18.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.73,35.5,0.997,20.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.715,95.1,0.871,12.2
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.761,40.8,0.95,54.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,bleach_cleanser,0,0.716,52.7,0.923,110.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.642,64.1,0.988,47.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.8,64.0,0.758,26.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.696,53.9,0.998,55.5
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.661,77.6,0.975,57.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.732,25.0,0.429,18.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.768,68.1,0.977,37.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.58,37.3,0.997,38.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.658,75.6,0.998,40.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.666,81.8,0.995,7.8
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.706,33.4,0.996,34.3
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.733,111.1,1.0,157.7
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.766,114.3,0.917,83.7
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.752,103.8,1.0,165.5
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.788,126.5,0.893,167.1
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.611,77.0,0.952,128.4
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.693,77.2,1.0,147.7
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.597,78.0,0.98,148.1
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.774,123.9,0.975,150.3
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.631,75.7,1.0,117.8
stack5_scene0015,view_el30_az240,bleach_cleanser,colored_wood_blocks,0,0.711,72.0,0.928,75.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.753,17.4,0.908,74.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.846,18.4,0.974,7.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.835,26.1,0.972,9.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.633,41.9,0.989,29.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.764,76.1,0.61,10.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.618,35.6,0.899,9.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.825,30.7,1.0,7.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.646,103.0,0.616,40.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.661,49.5,0.959,82.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.818,20.6,0.873,81.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.793,16.1,0.912,83.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.813,39.3,0.711,44.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.816,90.0,0.964,64.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.704,41.2,0.955,64.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.794,19.3,0.987,66.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.756,115.6,0.975,34.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.774,49.1,0.959,8.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.889,36.0,0.994,1.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.685,31.6,0.934,37.1
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.762,75.2,0.998,17.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.648,36.6,1.0,17.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.86,39.7,1.0,15.2
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.66,98.7,1.0,47.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.677,48.9,1.0,89.8
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.675,53.3,0.96,38.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.745,100.9,0.99,19.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.666,51.2,0.702,19.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.916,8.3,0.806,16.8
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.679,128.0,0.982,49.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.678,57.5,0.711,91.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.818,73.2,0.989,19.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.749,26.0,0.988,19.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.663,51.8,0.994,21.9
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.811,93.2,0.995,10.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.829,27.1,0.989,52.7
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.767,59.6,0.908,0.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.729,102.8,1.0,2.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.874,30.3,0.738,30.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.847,73.2,0.979,72.0
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.637,49.8,0.911,2.2
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.857,84.9,0.941,30.3
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.782,19.0,0.832,72.4
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.673,129.9,1.0,32.5
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.694,53.5,0.71,74.6
stack5_scene0015,view_el30_az240,colored_wood_blocks,colored_wood_blocks,1,0.862,95.8,0.988,42.1
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.344,102.1,0.788,305.4
stack5_scene0015,view_el45_az135,wood_block,wood_block,1,0.227,32.0,0.799,310.8
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.296,78.7,0.875,258.5
stack5_scene0015,view_el45_az135,wood_block,pear,0,0.239,46.7,0.961,37.2
stack5_scene0015,view_el45_az135,wood_block,pear,0,0.178,77.5,1.0,303.9
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.299,122.5,0.787,295.4
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.108,51.7,0.836,224.0
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.342,10.9,0.771,264.8
stack5_scene0015,view_el45_az135,wood_block,tennis_ball,0,0.2,96.8,1.0,294.9
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.267,106.2,0.803,287.8
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.287,71.2,0.989,267.6
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.319,119.9,0.804,284.4
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.245,74.5,0.986,275.1
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.332,94.9,0.914,277.0
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.27,43.4,0.924,253.1
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.256,99.7,0.907,280.9
stack5_scene0015,view_el45_az135,bleach_cleanser,wood_block,0,0.511,101.9,1.0,5.4
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.535,180.2,0.881,46.9
stack5_scene0015,view_el45_az135,bleach_cleanser,pear,0,0.273,144.9,0.93,342.5
stack5_scene0015,view_el45_az135,bleach_cleanser,pear,0,0.427,146.3,1.0,1.5
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.654,20.5,0.258,10.0
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.321,146.0,0.729,81.4
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.602,109.4,0.569,40.5
stack5_scene0015,view_el45_az135,bleach_cleanser,tennis_ball,0,0.181,92.7,0.996,10.4
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.434,5.0,0.4,17.6
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.578,163.0,0.988,37.8
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.684,18.0,0.204,21.0
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.523,129.4,0.999,30.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.438,196.2,0.894,28.4
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.575,120.6,0.851,52.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.457,200.4,0.907,24.5
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.372,84.7,0.908,52.3
stack5_scene0015,view_el45_az135,wood_block,pear,0,0.253,54.6,1.0,347.9
stack5_scene0015,view_el45_az135,wood_block,pear,0,0.446,62.2,1.0,6.9
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.488,121.1,1.0,15.3
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.245,77.9,1.0,86.8
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.383,41.7,0.917,45.9
stack5_scene0015,view_el45_az135,wood_block,tennis_ball,0,0.251,76.5,1.0,15.8
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.406,106.1,1.0,23.0
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.357,76.1,0.999,43.2
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.389,118.3,1.0,26.4
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.323,48.4,0.99,35.7
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.178,109.6,0.933,33.8
stack5_scene0015,view_el45_az135,wood_block,bleach_cleanser,0,0.404,42.9,0.992,57.7
stack5_scene0015,view_el45_az135,wood_block,colored_wood_blocks,0,0.247,115.0,0.974,29.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,pear,0,0.225,42.6,0.964,295.6
stack5_scene0015,view_el45_az135,colored_wood_blocks,pear,0,0.446,84.8,0.982,45.4
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.494,200.4,0.898,37.0
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.306,58.6,0.761,34.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.527,74.0,0.753,6.4
stack5_scene0015,view_el45_az135,colored_wood_blocks,tennis_ball,0,0.335,150.3,0.965,36.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.429,184.3,0.899,29.3
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.498,51.9,0.94,9.1
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.479,197.7,0.909,25.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.486,97.3,0.769,16.6
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.501,33.9,0.722,18.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.504,77.8,0.893,5.4
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.496,41.4,0.725,22.4
stack5_scene0015,view_el45_az135,pear,pear,1,0.166,55.8,0.793,341.1
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.222,164.8,0.934,332.6
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.065,50.9,0.964,261.2
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.193,42.8,0.936,302.0
stack5_scene0015,view_el45_az135,pear,tennis_ball,0,0.083,113.2,0.897,332.1
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.16,148.6,0.95,325.0
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.117,28.0,0.953,304.8
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.207,162.3,0.926,321.6
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.139,69.3,0.994,312.3
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.131,64.5,0.987,314.1
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.159,36.1,0.864,290.3
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.141,63.9,0.966,318.0
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.62,163.3,1.0,8.5
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.279,105.2,0.999,79.9
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.473,80.6,0.998,39.1
stack5_scene0015,view_el45_az135,pear,tennis_ball,0,0.489,79.7,0.871,9.0
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.468,149.3,1.0,16.1
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.603,50.4,0.935,36.3
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.482,160.9,1.0,19.5
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.678,31.1,0.951,28.8
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.485,114.0,0.998,26.9
stack5_scene0015,view_el45_az135,pear,bleach_cleanser,0,0.545,39.8,0.854,50.8
stack5_scene0015,view_el45_az135,pear,colored_wood_blocks,0,0.568,110.2,0.999,23.0
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.307,166.3,0.77,71.4
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.623,129.8,0.6,30.6
stack5_scene0015,view_el45_az135,bleach_cleanser,tennis_ball,0,0.469,102.9,0.998,0.5
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.751,16.6,0.21,7.6
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.544,182.2,0.993,27.8
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.713,3.1,0.251,11.0
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.529,145.5,0.999,20.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.541,216.7,0.923,18.4
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.522,139.3,0.869,42.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.523,220.7,0.91,14.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.253,42.0,0.778,40.8
stack5_scene0015,view_el45_az135,colored_wood_blocks,tennis_ball,0,0.247,146.0,0.989,70.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.275,149.9,0.785,63.8
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.437,71.7,0.922,43.6
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.281,163.9,0.783,60.4
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.312,112.8,0.999,51.1
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.257,55.2,0.882,53.0
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.355,74.8,0.83,29.1
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.282,62.0,0.901,56.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,tennis_ball,0,0.348,105.3,0.983,30.1
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.494,113.2,0.601,23.0
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.615,67.2,0.975,2.7
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.614,127.2,0.65,19.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.52,81.3,0.987,10.3
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.511,87.2,0.762,12.1
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.62,45.0,0.857,11.7
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.437,91.4,0.785,16.0
stack5_scene0015,view_el45_az135,tennis_ball,bleach_cleanser,0,0.492,94.1,0.998,7.1
stack5_scene0015,view_el45_az135,tennis_ball,colored_wood_blocks,0,0.411,119.6,0.87,27.4
stack5_scene0015,view_el45_az135,tennis_ball,bleach_cleanser,0,0.306,101.0,0.998,10.6
stack5_scene0015,view_el45_az135,tennis_ball,colored_wood_blocks,0,0.341,61.5,0.968,19.8
stack5_scene0015,view_el45_az135,tennis_ball,colored_wood_blocks,0,0.372,177.1,0.995,18.0
stack5_scene0015,view_el45_az135,tennis_ball,bleach_cleanser,0,0.328,80.0,0.856,41.8
stack5_scene0015,view_el45_az135,tennis_ball,colored_wood_blocks,0,0.353,176.7,0.981,14.1
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.436,166.3,0.992,20.2
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.495,14.5,0.411,3.4
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.383,132.6,0.999,12.7
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.5,200.2,0.928,10.8
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.369,123.7,0.876,34.7
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.482,204.1,0.899,6.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.693,179.8,0.995,16.8
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.62,74.9,0.99,7.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.51,71.4,0.987,9.4
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.765,44.1,0.583,14.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.566,63.0,0.909,13.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.531,142.9,0.999,9.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.432,214.1,0.924,7.4
stack5_scene0015,view_el45_az135,bleach_cleanser,bleach_cleanser,1,0.625,136.9,0.875,31.3
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.442,218.3,0.928,3.5
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.643,128.5,0.974,1.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.518,49.9,0.959,22.0
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.676,129.2,0.998,5.8
stack5_scene0015,view_el45_az135,colored_wood_blocks,bleach_cleanser,0,0.345,100.2,0.951,23.9
stack5_scene0015,view_el45_az135,colored_wood_blocks,colored_wood_blocks,1,0.813,21.0,0.842,3.9
stack5_scene0015,view_el45_az135,bleach_cleanser,colored_wood_blocks,0,0.439,97.6,0.915,27.8
stack5_scene0015,view_el45_az225,wood_block,wood_block,1,0.524,14.6,0.649,228.2
stack5_scene0015,view_el45_az225,wood_block,colored_wood_blocks,0,0.55,37.1,0.773,191.4
stack5_scene0015,view_el45_az225,wood_block,bleach_cleanser,0,0.446,69.4,0.737,202.0
stack5_scene0015,view_el45_az225,wood_block,bleach_cleanser,0,0.251,65.9,0.863,217.6
stack5_scene0015,view_el45_az225,wood_block,tennis_ball,0,0.611,47.5,0.958,156.3
stack5_scene0015,view_el45_az225,wood_block,colored_wood_blocks,0,0.518,46.0,0.667,182.3
stack5_scene0015,view_el45_az225,wood_block,pear,0,0.283,76.0,0.998,219.7
stack5_scene0015,view_el45_az225,wood_block,tennis_ball,0,0.42,169.8,0.997,228.6
stack5_scene0015,view_el45_az225,wood_block,tennis_ball,0,0.458,94.7,0.982,194.6
stack5_scene0015,view_el45_az225,wood_block,colored_wood_blocks,0,0.341,50.0,0.923,199.9
stack5_scene0015,view_el45_az225,wood_block,pear,0,0.43,70.0,0.976,175.7
stack5_scene0015,view_el45_az225,wood_block,colored_wood_blocks,0,0.444,22.9,0.784,184.2
stack5_scene0015,view_el45_az225,wood_block,bleach_cleanser,0,0.367,87.0,0.798,127.8
