scene,view,objA,objB,same,clipcos,drgb,dhist,dtex
stack3_scene0001,view_el30_az135,cups,cups,1,0.696,15.3,0.462,28.7
stack3_scene0001,view_el30_az135,cups,sponge,0,0.492,119.7,1.0,23.9
stack3_scene0001,view_el30_az135,cups,colored_wood_blocks,0,0.497,87.2,0.99,9.4
stack3_scene0001,view_el30_az135,cups,cups,1,0.697,43.1,0.565,1.5
stack3_scene0001,view_el30_az135,cups,sponge,0,0.645,106.1,1.0,4.8
stack3_scene0001,view_el30_az135,cups,colored_wood_blocks,0,0.551,101.3,0.996,38.1
stack3_scene0001,view_el30_az135,cups,cups,1,0.497,57.8,0.73,27.2
stack3_scene0001,view_el30_az135,sponge,colored_wood_blocks,0,0.396,187.5,0.957,33.3
stack3_scene0001,view_el30_az135,sponge,cups,0,0.489,153.2,1.0,22.4
stack3_scene0001,view_el30_az135,colored_wood_blocks,cups,0,0.5,45.4,0.978,10.9
stack3_scene0001,view_el30_az195,cups,sponge,0,0.228,121.0,0.998,166.4
stack3_scene0001,view_el30_az195,cups,cups,1,0.391,28.8,0.433,171.2
stack3_scene0001,view_el30_az195,cups,cups,1,0.498,28.1,0.445,146.8
stack3_scene0001,view_el30_az195,cups,colored_wood_blocks,0,0.333,83.8,0.949,146.1
stack3_scene0001,view_el30_az195,sponge,cups,0,0.508,143.0,0.997,4.9
stack3_scene0001,view_el30_az195,sponge,cups,0,0.409,145.1,0.999,19.5
stack3_scene0001,view_el30_az195,sponge,colored_wood_blocks,0,0.366,192.1,0.967,20.2
stack3_scene0001,view_el30_az195,cups,cups,1,0.587,4.9,0.344,24.4
stack3_scene0001,view_el30_az195,cups,colored_wood_blocks,0,0.641,55.6,0.84,25.1
stack3_scene0001,view_el30_az195,cups,colored_wood_blocks,0,0.426,56.4,0.824,0.7
stack3_scene0001,view_el30_az210,cups,sponge,0,0.364,106.4,0.996,169.5
stack3_scene0001,view_el30_az210,cups,cups,1,0.298,62.9,0.493,175.9
stack3_scene0001,view_el30_az210,cups,cups,1,0.497,55.3,0.501,149.1
stack3_scene0001,view_el30_az210,cups,colored_wood_blocks,0,0.291,105.6,0.939,146.4
stack3_scene0001,view_el30_az210,sponge,cups,0,0.532,151.2,0.996,6.4
stack3_scene0001,view_el30_az210,sponge,cups,0,0.47,147.2,1.0,20.4
stack3_scene0001,view_el30_az210,sponge,colored_wood_blocks,0,0.479,189.8,0.959,23.1
stack3_scene0001,view_el30_az210,cups,cups,1,0.527,8.6,0.326,26.8
stack3_scene0001,view_el30_az210,cups,colored_wood_blocks,0,0.633,43.5,0.793,29.5
stack3_scene0001,view_el30_az210,cups,colored_wood_blocks,0,0.487,50.9,0.765,2.7
stack3_scene0001,view_el30_az240,cups,sponge,0,0.473,156.6,0.994,4.7
stack3_scene0001,view_el30_az240,cups,colored_wood_blocks,0,0.623,36.2,0.781,26.0
stack3_scene0001,view_el30_az240,sponge,colored_wood_blocks,0,0.585,188.6,0.902,30.8
stack3_scene0001,view_el45_az135,cups,sponge,0,0.513,108.8,0.997,27.9
stack3_scene0001,view_el45_az135,cups,cups,1,0.74,12.8,0.449,35.1
stack3_scene0001,view_el45_az135,cups,cups,1,0.639,69.0,0.696,27.4
stack3_scene0001,view_el45_az135,cups,colored_wood_blocks,0,0.494,92.7,0.985,0.3
stack3_scene0001,view_el45_az135,sponge,cups,0,0.626,97.5,0.999,7.2
stack3_scene0001,view_el45_az135,sponge,cups,0,0.665,161.9,0.99,0.5
stack3_scene0001,view_el45_az135,sponge,colored_wood_blocks,0,0.643,179.8,0.835,27.6
stack3_scene0001,view_el45_az135,cups,cups,1,0.681,80.9,0.829,7.6
stack3_scene0001,view_el45_az135,cups,colored_wood_blocks,0,0.629,104.3,0.994,34.7
stack3_scene0001,view_el45_az135,cups,colored_wood_blocks,0,0.689,27.0,0.943,27.1
stack3_scene0001,view_el45_az225,sponge,cups,0,0.384,103.3,0.994,200.1
stack3_scene0001,view_el45_az225,sponge,cups,0,0.67,170.8,0.996,5.1
stack3_scene0001,view_el45_az225,sponge,cups,0,0.546,138.1,0.999,24.5
stack3_scene0001,view_el45_az225,sponge,cups,0,0.452,210.9,0.999,12.5
stack3_scene0001,view_el45_az225,sponge,colored_wood_blocks,0,0.497,198.1,0.943,19.4
stack3_scene0001,view_el45_az225,cups,cups,1,0.435,87.2,0.555,205.2
stack3_scene0001,view_el45_az225,cups,cups,1,0.572,44.8,0.499,175.7
stack3_scene0001,view_el45_az225,cups,cups,1,0.557,131.1,0.839,212.6
stack3_scene0001,view_el45_az225,cups,colored_wood_blocks,0,0.429,115.7,0.972,180.7
stack3_scene0001,view_el45_az225,cups,cups,1,0.714,42.9,0.349,29.6
stack3_scene0001,view_el45_az225,cups,cups,1,0.625,43.9,0.53,7.4
stack3_scene0001,view_el45_az225,cups,colored_wood_blocks,0,0.635,29.9,0.821,24.5
stack3_scene0001,view_el45_az225,cups,cups,1,0.662,86.6,0.502,37.0
stack3_scene0001,view_el45_az225,cups,colored_wood_blocks,0,0.5,71.3,0.838,5.1
stack3_scene0001,view_el45_az225,cups,colored_wood_blocks,0,0.601,19.1,0.653,31.9
stack3_scene0001,view_el60_az180,sponge,cups,0,0.499,113.0,1.0,38.9
stack3_scene0001,view_el60_az180,sponge,cups,0,0.34,198.1,0.999,1.7
stack3_scene0001,view_el60_az180,sponge,cups,0,0.587,141.5,1.0,11.7
stack3_scene0001,view_el60_az180,sponge,colored_wood_blocks,0,0.572,193.1,0.966,27.5
stack3_scene0001,view_el60_az180,sponge,cups,0,0.253,172.0,0.999,13.5
stack3_scene0001,view_el60_az180,cups,cups,1,0.516,110.1,0.762,40.5
stack3_scene0001,view_el60_az180,cups,cups,1,0.667,46.8,0.372,27.2
stack3_scene0001,view_el60_az180,cups,colored_wood_blocks,0,0.527,103.3,0.982,11.4
stack3_scene0001,view_el60_az180,cups,cups,1,0.448,75.9,0.869,25.3
stack3_scene0001,view_el60_az180,cups,cups,1,0.645,63.8,0.633,13.4
stack3_scene0001,view_el60_az180,cups,colored_wood_blocks,0,0.543,16.2,0.795,29.2
stack3_scene0001,view_el60_az180,cups,cups,1,0.753,35.0,0.429,15.2
stack3_scene0001,view_el60_az180,cups,colored_wood_blocks,0,0.671,58.2,0.909,15.8
stack3_scene0001,view_el60_az180,cups,cups,1,0.587,31.5,0.778,1.8
stack3_scene0001,view_el60_az180,colored_wood_blocks,cups,0,0.477,30.0,0.941,14.0
stack3_scene0001,view_el60_az195,sponge,cups,0,0.562,113.5,0.999,48.4
stack3_scene0001,view_el60_az195,sponge,cups,0,0.427,208.0,1.0,8.1
stack3_scene0001,view_el60_az195,sponge,cups,0,0.701,154.8,0.999,12.4
stack3_scene0001,view_el60_az195,sponge,colored_wood_blocks,0,0.596,194.4,0.961,30.9
stack3_scene0001,view_el60_az195,sponge,cups,0,0.416,171.9,1.0,0.1
stack3_scene0001,view_el60_az195,cups,cups,1,0.624,120.4,0.803,56.5
stack3_scene0001,view_el60_az195,cups,cups,1,0.683,61.8,0.429,35.9
stack3_scene0001,view_el60_az195,cups,colored_wood_blocks,0,0.458,103.8,0.977,17.5
stack3_scene0001,view_el60_az195,cups,cups,1,0.628,72.8,0.867,48.5
stack3_scene0001,view_el60_az195,cups,cups,1,0.677,59.0,0.615,20.6
stack3_scene0001,view_el60_az195,cups,colored_wood_blocks,0,0.58,21.8,0.744,39.0
stack3_scene0001,view_el60_az195,cups,cups,1,0.836,49.3,0.436,8.0
stack3_scene0001,view_el60_az195,cups,colored_wood_blocks,0,0.637,44.0,0.849,18.4
stack3_scene0001,view_el60_az195,cups,cups,1,0.689,18.0,0.745,12.6
stack3_scene0001,view_el60_az195,colored_wood_blocks,cups,0,0.574,33.9,0.931,31.0
stack3_scene0001,view_el60_az255,sponge,cups,0,0.653,186.6,0.995,7.8
stack3_scene0001,view_el60_az255,sponge,colored_wood_blocks,0,0.606,198.7,0.926,37.4
stack3_scene0001,view_el60_az255,sponge,cups,0,0.365,161.4,0.998,27.0
stack3_scene0001,view_el60_az255,cups,colored_wood_blocks,0,0.46,15.8,0.738,29.6
stack3_scene0001,view_el60_az255,cups,cups,1,0.397,39.6,0.559,19.3
stack3_scene0001,view_el60_az255,colored_wood_blocks,cups,0,0.594,49.7,0.911,10.3
stack3_scene0001,view_el75_az105,sponge,cups,0,0.549,120.5,1.0,49.1
stack3_scene0001,view_el75_az105,sponge,cups,0,0.378,191.2,1.0,11.0
stack3_scene0001,view_el75_az105,sponge,cups,0,0.433,180.0,0.998,1.2
stack3_scene0001,view_el75_az105,sponge,colored_wood_blocks,0,0.667,194.7,0.956,35.4
stack3_scene0001,view_el75_az105,cups,cups,1,0.616,89.9,0.583,38.1
stack3_scene0001,view_el75_az105,cups,cups,1,0.593,73.2,0.749,50.3
stack3_scene0001,view_el75_az105,cups,colored_wood_blocks,0,0.45,92.6,0.964,13.7
stack3_scene0001,view_el75_az105,cups,cups,1,0.626,18.3,0.366,12.2
stack3_scene0001,view_el75_az105,cups,colored_wood_blocks,0,0.515,14.8,0.908,24.4
stack3_scene0001,view_el75_az105,cups,colored_wood_blocks,0,0.565,23.1,0.922,36.6
stack3_scene0001,view_el75_az225,sponge,cups,0,0.594,171.6,0.999,26.4
stack3_scene0001,view_el75_az225,sponge,cups,0,0.291,179.7,0.998,4.3
stack3_scene0001,view_el75_az225,sponge,colored_wood_blocks,0,0.465,196.4,0.971,33.9
stack3_scene0001,view_el75_az225,cups,cups,1,0.464,10.6,0.617,30.8
stack3_scene0001,view_el75_az225,cups,colored_wood_blocks,0,0.502,28.3,0.806,7.4
stack3_scene0001,view_el75_az225,cups,colored_wood_blocks,0,0.691,24.4,0.911,38.2
stack3_scene0001,view_el90,sponge,cups,0,0.454,151.7,1.0,36.5
stack3_scene0001,view_el90,sponge,cups,0,0.249,182.7,0.998,3.8
stack3_scene0001,view_el90,sponge,colored_wood_blocks,0,0.615,188.9,0.914,45.0
stack3_scene0001,view_el90,cups,cups,1,0.481,33.0,0.652,40.3
stack3_scene0001,view_el90,cups,colored_wood_blocks,0,0.534,42.5,0.848,8.5
stack3_scene0001,view_el90,cups,colored_wood_blocks,0,0.514,15.9,0.909,48.8
stack3_scene0002,view_el30_az135,potted_meat_can,potted_meat_can,1,0.105,45.2,0.838,149.2
stack3_scene0002,view_el30_az135,potted_meat_can,potted_meat_can,1,0.247,33.2,0.787,183.6
stack3_scene0002,view_el30_az135,potted_meat_can,gelatin_box,0,0.382,33.9,0.822,148.2
stack3_scene0002,view_el30_az135,potted_meat_can,colored_wood_blocks,0,0.261,93.5,0.985,214.7
stack3_scene0002,view_el30_az135,potted_meat_can,potted_meat_can,1,0.255,26.2,0.781,34.4
stack3_scene0002,view_el30_az135,potted_meat_can,gelatin_box,0,0.426,73.8,0.83,1.0
stack3_scene0002,view_el30_az135,potted_meat_can,colored_wood_blocks,0,0.372,59.6,0.805,65.5
stack3_scene0002,view_el30_az135,potted_meat_can,gelatin_box,0,0.391,65.3,0.978,35.4
stack3_scene0002,view_el30_az135,potted_meat_can,colored_wood_blocks,0,0.311,80.3,0.931,31.1
stack3_scene0002,view_el30_az135,gelatin_box,colored_wood_blocks,0,0.556,119.5,0.994,66.5
stack3_scene0002,view_el30_az195,potted_meat_can,potted_meat_can,1,0.343,28.4,0.774,207.9
stack3_scene0002,view_el30_az195,potted_meat_can,gelatin_box,0,0.212,96.7,0.987,153.5
stack3_scene0002,view_el30_az195,potted_meat_can,potted_meat_can,1,0.39,45.7,0.728,201.2
stack3_scene0002,view_el30_az195,potted_meat_can,gelatin_box,0,0.254,113.7,0.918,228.1
stack3_scene0002,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.237,48.2,0.941,237.8
stack3_scene0002,view_el30_az195,potted_meat_can,gelatin_box,0,0.555,117.9,0.968,54.4
stack3_scene0002,view_el30_az195,potted_meat_can,potted_meat_can,1,0.593,71.8,0.824,6.7
stack3_scene0002,view_el30_az195,potted_meat_can,gelatin_box,0,0.405,131.5,0.931,20.2
stack3_scene0002,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.672,19.9,0.673,29.9
stack3_scene0002,view_el30_az195,gelatin_box,potted_meat_can,0,0.39,68.4,0.998,47.7
stack3_scene0002,view_el30_az195,gelatin_box,gelatin_box,1,0.498,63.6,0.754,74.7
stack3_scene0002,view_el30_az195,gelatin_box,colored_wood_blocks,0,0.36,134.6,1.0,84.3
stack3_scene0002,view_el30_az195,potted_meat_can,gelatin_box,0,0.268,77.8,0.991,26.9
stack3_scene0002,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.477,90.4,0.959,36.6
stack3_scene0002,view_el30_az195,gelatin_box,colored_wood_blocks,0,0.225,145.1,0.998,9.6
stack3_scene0002,view_el30_az210,potted_meat_can,gelatin_box,0,0.545,121.7,0.953,23.3
stack3_scene0002,view_el30_az210,potted_meat_can,potted_meat_can,1,0.352,67.8,0.857,10.8
stack3_scene0002,view_el30_az210,potted_meat_can,potted_meat_can,1,0.521,38.1,0.682,48.6
stack3_scene0002,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.42,19.0,0.639,26.6
stack3_scene0002,view_el30_az210,gelatin_box,potted_meat_can,0,0.262,69.6,0.985,12.5
stack3_scene0002,view_el30_az210,gelatin_box,potted_meat_can,0,0.451,149.0,0.898,71.9
stack3_scene0002,view_el30_az210,gelatin_box,colored_wood_blocks,0,0.308,139.2,0.997,49.9
stack3_scene0002,view_el30_az210,potted_meat_can,potted_meat_can,1,0.359,89.6,0.678,59.4
stack3_scene0002,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.246,86.6,0.949,37.4
stack3_scene0002,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.478,36.9,0.906,22.0
stack3_scene0002,view_el30_az240,potted_meat_can,gelatin_box,0,0.362,123.7,0.948,33.6
stack3_scene0002,view_el30_az240,potted_meat_can,potted_meat_can,1,0.636,20.0,0.68,40.7
stack3_scene0002,view_el30_az240,potted_meat_can,potted_meat_can,1,0.62,77.2,0.846,20.7
stack3_scene0002,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.61,13.5,0.652,3.4
stack3_scene0002,view_el30_az240,gelatin_box,potted_meat_can,0,0.433,129.4,0.892,74.2
stack3_scene0002,view_el30_az240,gelatin_box,potted_meat_can,0,0.321,60.1,0.987,12.9
stack3_scene0002,view_el30_az240,gelatin_box,colored_wood_blocks,0,0.247,134.8,0.997,37.0
stack3_scene0002,view_el30_az240,potted_meat_can,potted_meat_can,1,0.594,80.3,0.68,61.3
stack3_scene0002,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.54,28.0,0.927,37.3
stack3_scene0002,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.413,89.7,0.971,24.1
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.61,61.3,0.83,36.2
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.213,83.6,0.891,133.4
stack3_scene0002,view_el45_az135,potted_meat_can,gelatin_box,0,0.181,31.0,0.871,148.3
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.305,46.5,0.82,203.9
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.344,48.7,0.842,174.1
stack3_scene0002,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.204,113.3,0.988,224.5
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.277,23.3,0.766,97.2
stack3_scene0002,view_el45_az135,potted_meat_can,gelatin_box,0,0.138,74.4,0.95,112.1
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.467,28.4,0.684,167.6
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.311,36.0,0.833,137.9
stack3_scene0002,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.347,59.5,0.819,188.3
stack3_scene0002,view_el45_az135,potted_meat_can,gelatin_box,0,0.418,93.3,0.947,14.9
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.387,49.9,0.896,70.4
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.507,52.8,0.851,40.7
stack3_scene0002,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.539,40.8,0.742,91.1
stack3_scene0002,view_el45_az135,gelatin_box,potted_meat_can,0,0.29,63.7,0.975,55.5
stack3_scene0002,view_el45_az135,gelatin_box,potted_meat_can,0,0.455,51.3,0.768,25.7
stack3_scene0002,view_el45_az135,gelatin_box,colored_wood_blocks,0,0.392,123.0,0.993,76.2
stack3_scene0002,view_el45_az135,potted_meat_can,potted_meat_can,1,0.569,26.6,0.827,29.8
stack3_scene0002,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.509,87.5,0.977,20.7
stack3_scene0002,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.491,91.2,0.985,50.4
stack3_scene0002,view_el45_az225,potted_meat_can,gelatin_box,0,0.461,124.3,0.964,50.4
stack3_scene0002,view_el45_az225,potted_meat_can,potted_meat_can,1,0.533,84.9,0.871,1.7
stack3_scene0002,view_el45_az225,potted_meat_can,potted_meat_can,1,0.609,27.9,0.736,47.4
stack3_scene0002,view_el45_az225,potted_meat_can,gelatin_box,0,0.519,148.5,0.938,17.6
stack3_scene0002,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.654,15.9,0.658,25.7
stack3_scene0002,view_el45_az225,gelatin_box,potted_meat_can,0,0.319,63.3,0.991,52.1
stack3_scene0002,view_el45_az225,gelatin_box,potted_meat_can,0,0.319,137.1,0.896,97.8
stack3_scene0002,view_el45_az225,gelatin_box,gelatin_box,1,0.402,64.8,0.726,68.0
stack3_scene0002,view_el45_az225,gelatin_box,colored_wood_blocks,0,0.296,134.6,0.999,76.1
stack3_scene0002,view_el45_az225,potted_meat_can,potted_meat_can,1,0.635,97.3,0.728,45.7
stack3_scene0002,view_el45_az225,potted_meat_can,gelatin_box,0,0.393,79.6,0.993,15.8
stack3_scene0002,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.502,96.6,0.969,24.0
stack3_scene0002,view_el45_az225,potted_meat_can,gelatin_box,0,0.56,168.3,0.917,29.8
stack3_scene0002,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.671,37.8,0.964,21.7
stack3_scene0002,view_el45_az225,gelatin_box,colored_wood_blocks,0,0.379,155.2,0.998,8.1
stack3_scene0002,view_el60_az180,potted_meat_can,gelatin_box,0,0.139,67.5,0.997,294.0
stack3_scene0002,view_el60_az180,potted_meat_can,potted_meat_can,1,0.198,13.6,0.844,354.6
stack3_scene0002,view_el60_az180,potted_meat_can,potted_meat_can,1,0.218,49.7,0.874,305.0
stack3_scene0002,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.125,74.1,0.976,380.8
stack3_scene0002,view_el60_az180,potted_meat_can,gelatin_box,0,0.212,72.7,0.982,353.0
stack3_scene0002,view_el60_az180,gelatin_box,potted_meat_can,0,0.367,71.1,0.991,60.6
stack3_scene0002,view_el60_az180,gelatin_box,potted_meat_can,0,0.501,107.4,0.98,11.0
stack3_scene0002,view_el60_az180,gelatin_box,colored_wood_blocks,0,0.374,129.9,0.999,86.8
stack3_scene0002,view_el60_az180,gelatin_box,gelatin_box,1,0.539,58.9,0.711,59.0
stack3_scene0002,view_el60_az180,potted_meat_can,potted_meat_can,1,0.611,57.7,0.839,49.6
stack3_scene0002,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.523,81.9,0.813,26.2
stack3_scene0002,view_el60_az180,potted_meat_can,gelatin_box,0,0.401,77.2,0.988,1.6
stack3_scene0002,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.662,24.7,0.692,75.9
stack3_scene0002,view_el60_az180,potted_meat_can,gelatin_box,0,0.518,111.9,0.944,48.1
stack3_scene0002,view_el60_az180,colored_wood_blocks,gelatin_box,0,0.385,132.3,0.994,27.8
stack3_scene0002,view_el60_az195,potted_meat_can,gelatin_box,0,0.096,78.0,0.971,326.2
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.168,24.5,0.895,377.6
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.647,77.3,0.872,305.0
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.202,39.6,0.934,354.5
stack3_scene0002,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.129,62.6,0.976,410.5
stack3_scene0002,view_el60_az195,potted_meat_can,gelatin_box,0,0.264,82.9,0.893,381.4
stack3_scene0002,view_el60_az195,gelatin_box,potted_meat_can,0,0.332,70.7,0.993,51.4
stack3_scene0002,view_el60_az195,gelatin_box,potted_meat_can,0,0.228,143.0,0.934,21.2
stack3_scene0002,view_el60_az195,gelatin_box,potted_meat_can,0,0.411,111.5,0.992,28.3
stack3_scene0002,view_el60_az195,gelatin_box,colored_wood_blocks,0,0.292,133.2,1.0,84.4
stack3_scene0002,view_el60_az195,gelatin_box,gelatin_box,1,0.439,58.0,0.694,55.2
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.453,91.8,0.7,72.6
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.574,62.0,0.876,23.1
stack3_scene0002,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.551,84.6,0.805,33.0
stack3_scene0002,view_el60_az195,potted_meat_can,gelatin_box,0,0.299,76.1,0.991,3.8
stack3_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,0.567,49.4,0.703,49.5
stack3_scene0002,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.419,45.2,0.808,105.6
stack3_scene0002,view_el60_az195,potted_meat_can,gelatin_box,0,0.487,159.9,0.913,76.4
stack3_scene0002,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.646,23.1,0.698,56.0
stack3_scene0002,view_el60_az195,potted_meat_can,gelatin_box,0,0.446,117.0,0.966,26.9
stack3_scene0002,view_el60_az195,colored_wood_blocks,gelatin_box,0,0.297,137.3,1.0,29.1
stack3_scene0002,view_el60_az255,potted_meat_can,gelatin_box,0,0.412,89.4,0.963,31.4
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.475,57.7,0.657,45.0
stack3_scene0002,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.592,59.4,0.78,31.7
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.534,34.4,0.669,24.5
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.612,44.8,0.492,18.7
stack3_scene0002,view_el60_az255,gelatin_box,potted_meat_can,0,0.274,139.8,0.89,76.4
stack3_scene0002,view_el60_az255,gelatin_box,colored_wood_blocks,0,0.329,135.9,0.998,63.1
stack3_scene0002,view_el60_az255,gelatin_box,potted_meat_can,0,0.232,61.3,0.994,6.9
stack3_scene0002,view_el60_az255,gelatin_box,potted_meat_can,0,0.328,59.1,0.996,50.1
stack3_scene0002,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.583,39.6,0.939,13.3
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.584,91.8,0.75,69.5
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.625,101.8,0.765,26.3
stack3_scene0002,view_el60_az255,colored_wood_blocks,potted_meat_can,0,0.489,89.4,0.972,56.2
stack3_scene0002,view_el60_az255,colored_wood_blocks,potted_meat_can,0,0.682,101.6,0.978,13.0
stack3_scene0002,view_el60_az255,potted_meat_can,potted_meat_can,1,0.732,13.1,0.517,43.2
stack3_scene0002,view_el75_az105,potted_meat_can,gelatin_box,0,0.347,72.1,0.988,59.7
stack3_scene0002,view_el75_az105,potted_meat_can,gelatin_box,0,0.426,56.9,0.999,53.7
stack3_scene0002,view_el75_az105,potted_meat_can,potted_meat_can,1,0.531,21.1,0.843,83.4
stack3_scene0002,view_el75_az105,potted_meat_can,colored_wood_blocks,0,0.596,89.5,0.944,17.8
stack3_scene0002,view_el75_az105,potted_meat_can,potted_meat_can,1,0.698,2.4,0.209,10.1
stack3_scene0002,view_el75_az105,gelatin_box,gelatin_box,1,0.285,47.3,0.462,6.0
stack3_scene0002,view_el75_az105,gelatin_box,potted_meat_can,0,0.225,62.3,0.841,23.7
stack3_scene0002,view_el75_az105,gelatin_box,colored_wood_blocks,0,0.341,134.3,0.998,77.5
stack3_scene0002,view_el75_az105,gelatin_box,potted_meat_can,0,0.264,69.8,0.992,49.6
stack3_scene0002,view_el75_az105,gelatin_box,potted_meat_can,0,0.424,38.1,0.817,29.6
stack3_scene0002,view_el75_az105,gelatin_box,colored_wood_blocks,0,0.447,108.1,1.0,71.6
stack3_scene0002,view_el75_az105,gelatin_box,potted_meat_can,0,0.566,55.6,1.0,43.6
stack3_scene0002,view_el75_az105,potted_meat_can,colored_wood_blocks,0,0.364,84.8,0.876,101.2
stack3_scene0002,view_el75_az105,potted_meat_can,potted_meat_can,1,0.439,20.3,0.848,73.2
stack3_scene0002,view_el75_az105,colored_wood_blocks,potted_meat_can,0,0.664,90.4,0.952,28.0
stack3_scene0002,view_el75_az225,potted_meat_can,gelatin_box,0,0.335,66.5,0.993,46.9
stack3_scene0002,view_el75_az225,potted_meat_can,potted_meat_can,1,0.625,84.9,0.794,41.6
stack3_scene0002,view_el75_az225,potted_meat_can,colored_wood_blocks,0,0.48,93.1,0.962,21.5
stack3_scene0002,view_el75_az225,potted_meat_can,potted_meat_can,1,0.554,6.1,0.189,5.6
stack3_scene0002,view_el75_az225,gelatin_box,potted_meat_can,0,0.349,131.5,0.931,5.3
stack3_scene0002,view_el75_az225,gelatin_box,colored_wood_blocks,0,0.314,134.5,1.0,68.3
stack3_scene0002,view_el75_az225,gelatin_box,potted_meat_can,0,0.269,62.8,0.997,52.4
stack3_scene0002,view_el75_az225,potted_meat_can,colored_wood_blocks,0,0.588,33.2,0.786,63.0
stack3_scene0002,view_el75_az225,potted_meat_can,potted_meat_can,1,0.561,90.9,0.812,47.1
stack3_scene0002,view_el75_az225,colored_wood_blocks,potted_meat_can,0,0.453,98.5,0.966,15.9
stack3_scene0002,view_el90,gelatin_box,potted_meat_can,0,0.328,67.5,0.99,47.4
stack3_scene0002,view_el90,gelatin_box,colored_wood_blocks,0,0.363,129.1,0.999,72.7
stack3_scene0002,view_el90,gelatin_box,potted_meat_can,0,0.367,65.6,0.994,52.8
stack3_scene0002,view_el90,potted_meat_can,colored_wood_blocks,0,0.53,89.4,0.946,25.3
stack3_scene0002,view_el90,potted_meat_can,potted_meat_can,1,0.596,3.4,0.181,5.4
stack3_scene0002,view_el90,colored_wood_blocks,potted_meat_can,0,0.56,92.3,0.953,19.9
stack3_scene0003,view_el30_az135,potted_meat_can,potted_meat_can,1,0.237,34.0,0.812,30.8
stack3_scene0003,view_el30_az135,potted_meat_can,colored_wood_blocks,0,0.294,60.0,0.8,66.2
stack3_scene0003,view_el30_az135,potted_meat_can,tennis_ball,0,0.225,154.4,0.918,67.0
stack3_scene0003,view_el30_az135,potted_meat_can,colored_wood_blocks,0,0.366,87.5,0.987,35.4
stack3_scene0003,view_el30_az135,potted_meat_can,tennis_ball,0,0.553,122.0,0.802,36.3
stack3_scene0003,view_el30_az135,colored_wood_blocks,tennis_ball,0,0.58,203.6,0.985,0.8
stack3_scene0003,view_el30_az195,potted_meat_can,potted_meat_can,1,0.445,4.2,0.649,56.5
stack3_scene0003,view_el30_az195,potted_meat_can,tennis_ball,0,0.582,80.0,0.889,61.3
stack3_scene0003,view_el30_az195,potted_meat_can,potted_meat_can,1,0.577,71.6,0.796,51.7
stack3_scene0003,view_el30_az195,potted_meat_can,tennis_ball,0,0.48,195.7,0.918,113.5
